word,times,first_date,last_date,first_president,last_president
restrain,3,1801-03-04,1845-03-04,Thomas Jefferson,James K. Polk
restrained,3,1805-03-04,1893-03-04,Thomas Jefferson,Grover Cleveland
restraining,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
restrains,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
restraint,5,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
restraints,5,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
restrict,1,1865-03-04,1865-03-04,Abraham Lincoln,Abraham Lincoln
restricted,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
restricting,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
restriction,2,1861-03-04,1909-03-04,Abraham Lincoln,William Howard Taft
restrictions,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
restrictive,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
restricts,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
rests,14,1841-03-04,1981-01-20,William Henry Harrison,Ronald Reagan
result,21,1797-03-04,1981-01-20,John Adams,Ronald Reagan
resulted,4,1789-04-30,1841-03-04,George Washington,William Henry Harrison
resulting,5,1801-03-04,1949-01-20,Thomas Jefferson,Harry S. Truman
results,15,1805-03-04,1973-01-20,Thomas Jefferson,Richard Nixon
resume,2,1921-03-04,1949-01-20,Warren G. Harding,Harry S. Truman
resumed,3,1869-03-04,1985-01-21,Ulysses S. Grant,Ronald Reagan
resumes,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
resumption,4,1877-03-05,1933-03-04,Rutherford B. Hayes,Franklin D. Roosevelt
resurgent,1,1977-01-20,1977-01-20,Jimmy Carter,Jimmy Carter
retain,4,1801-03-04,2005-01-20,Thomas Jefferson,George W. Bush
retained,3,1813-03-04,1917-03-05,James Madison,Woodrow Wilson
retaining,2,1885-03-04,1897-03-04,Grover Cleveland,William McKinley
retains,1,1817-03-04,1817-03-04,James Monroe,James Monroe
retaliate,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
retaliation,1,1809-03-04,1809-03-04,James Madison,James Madison
retard,2,1881-03-04,1889-03-04,James A. Garfield,Benjamin Harrison
retarded,1,1821-03-04,1821-03-04,James Monroe,James Monroe
retards,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
retire,2,1801-03-04,1897-03-04,Thomas Jefferson,William McKinley
retired,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
retirement,7,1797-03-04,2009-01-20,John Adams,Barack Obama
retrace,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
retreat,6,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
retrenchment,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
retrospect,3,1837-03-04,1917-03-05,Martin van Buren,Woodrow Wilson
return,18,1789-04-30,2009-01-20,George Washington,Barack Obama
returned,5,1841-03-04,1997-01-20,William Henry Harrison,William J. Clinton
returning,3,1797-03-04,1985-01-21,John Adams,Ronald Reagan
returns,3,1845-03-04,1929-03-04,James K. Polk,Herbert Hoover
reunion,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
reunite,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
reunited,1,1901-03-04,1901-03-04,William McKinley,William McKinley
revamp,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
reveal,2,1989-01-20,2009-01-20,George Bush,Barack Obama
revealed,5,1845-03-04,1925-03-04,James K. Polk,Calvin Coolidge
revealing,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
revelation,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
revenge,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
revengeful,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
revenue,17,1805-03-04,1925-03-04,Thomas Jefferson,Calvin Coolidge
revenues,8,1841-03-04,1925-03-04,William Henry Harrison,Calvin Coolidge
revered,2,1809-03-04,1825-03-04,James Madison,John Quincy Adams
reverence,9,1789-04-30,1921-03-04,George Washington,Warren G. Harding
reverend,4,1961-01-20,2005-01-20,John F. Kennedy,George W. Bush
reverent,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
reverently,6,1881-03-04,1905-03-04,James A. Garfield,Theodore Roosevelt
reverse,6,1841-03-04,1985-01-21,William Henry Harrison,Ronald Reagan
reversion,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
review,4,1821-03-04,1917-03-05,James Monroe,Woodrow Wilson
reviewed,2,1881-03-04,1909-03-04,James A. Garfield,William Howard Taft
revise,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
revised,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
revising,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
revision,2,1897-03-04,1909-03-04,William McKinley,William Howard Taft
revisions,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
revitalize,2,1973-01-20,1993-01-20,Richard Nixon,William J. Clinton
revival,2,1889-03-04,1897-03-04,Benjamin Harrison,William McKinley
revive,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
revived,4,1821-03-04,1981-01-20,James Monroe,Ronald Reagan
revive—and,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
reviving,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
revocation,1,1809-03-04,1809-03-04,James Madison,James Madison
revolution,21,1789-04-30,2009-01-20,George Washington,Barack Obama
revolutionary,8,1797-03-04,1981-01-20,John Adams,Ronald Reagan
revolutionize,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
reward,9,1809-03-04,2021-01-20,James Madison,Joseph R. Biden
rewarding,1,1989-01-20,1989-01-20,George Bush,George Bush
rewards,14,1789-04-30,2017-01-20,George Washington,Donald J. Trump
rhetoric,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
ribbon,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
rice,2,1953-01-20,1981-01-20,Dwight D. Eisenhower,Ronald Reagan
rich,18,1801-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
richard,1,1973-01-20,1973-01-20,Richard Nixon,Richard Nixon
richer,2,1881-03-04,1921-03-04,James A. Garfield,Warren G. Harding
riches,4,1797-03-04,2009-01-20,John Adams,Barack Obama
richest,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
rico,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
rid,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
ridding,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
ride,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
riders,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
rides,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
ridge,2,1845-03-04,1965-01-20,James K. Polk,Lyndon B. Johnson
riding,1,1961-01-20,1961-01-20,John F. Kennedy,John F. Kennedy
right,45,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
righteous,4,1865-03-04,2017-01-20,Abraham Lincoln,Donald J. Trump
righteousness,5,1889-03-04,1949-01-20,Benjamin Harrison,Harry S. Truman
rightful,7,1801-03-04,2009-01-20,Thomas Jefferson,Barack Obama
rightfully,5,1845-03-04,1905-03-04,James K. Polk,Theodore Roosevelt
rightly,3,1901-03-04,1961-01-20,William McKinley,John F. Kennedy
rightness,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
rights,49,1789-04-30,2013-01-21,George Washington,Barack Obama
rigid,7,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
rigidly,1,1885-03-04,1885-03-04,Grover Cleveland,Grover Cleveland
rigor,1,1821-03-04,1821-03-04,James Monroe,James Monroe
rigorous,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
rings,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
rio,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
riotous,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
riper,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
ripped,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
rise,7,1893-03-04,2021-01-20,Grover Cleveland,Joseph R. Biden
risen,4,1837-03-04,2021-01-20,Martin van Buren,Joseph R. Biden
rises,2,1905-03-04,1937-01-20,Theodore Roosevelt,Franklin D. Roosevelt
rising,5,1801-03-04,2013-01-21,Thomas Jefferson,Barack Obama
risk,5,1861-03-04,2013-01-21,Abraham Lincoln,Barack Obama
risk-takers,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
risks,2,1889-03-04,2013-01-21,Benjamin Harrison,Barack Obama
rivalries,1,1797-03-04,1797-03-04,John Adams,John Adams
rivalry,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
rivals,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
river,4,1821-03-04,2009-01-20,James Monroe,Barack Obama
rivers,8,1805-03-04,1957-01-21,Thomas Jefferson,Dwight D. Eisenhower
rivet,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
riveted,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
road,9,1801-03-04,2009-01-20,Thomas Jefferson,Barack Obama
roadblocks,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
roads,7,1805-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
roaming,1,1989-01-20,1989-01-20,George Bush,George Bush
rob,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
robbed,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
robbing,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
robe,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
roberts,2,2017-01-20,2021-01-20,Donald J. Trump,Joseph R. Biden
robes,1,1797-03-04,1797-03-04,John Adams,John Adams
robs,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
robust,2,1893-03-04,1985-01-21,Grover Cleveland,Ronald Reagan
rock,3,1897-03-04,2001-01-20,William McKinley,George W. Bush
rocked,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
rocket,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
rocky,2,1845-03-04,1857-03-04,James K. Polk,James Buchanan
rod,1,1797-03-04,1797-03-04,John Adams,John Adams
rode,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
role,8,1953-01-20,2021-01-20,Dwight D. Eisenhower,Joseph R. Biden
roll,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
rolling,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
rolls,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
roman,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
rome,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
room,4,1801-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
roosevelt,2,1969-01-20,1993-01-20,Richard Nixon,William J. Clinton
root,2,1909-03-04,2001-01-20,William Howard Taft,George W. Bush
rooted,2,1917-03-05,1957-01-21,Woodrow Wilson,Dwight D. Eisenhower
rose,1,1821-03-04,1821-03-04,James Monroe,James Monroe
rough,1,1989-01-20,1989-01-20,George Bush,George Bush
rounded,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
route,3,1857-03-04,2009-01-20,James Buchanan,Barack Obama
routes,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
routinely,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
row,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
rude,2,1853-03-04,1889-03-04,Franklin Pierce,Benjamin Harrison
rudest,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
rugged,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
ruggedness,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
ruin,5,1817-03-04,1861-03-04,James Monroe,Abraham Lincoln
ruinous,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
ruins,2,1825-03-04,1845-03-04,John Quincy Adams,James K. Polk
rule,25,1797-03-04,2013-01-21,John Adams,Barack Obama
ruler,5,1841-03-04,2005-01-20,William Henry Harrison,George W. Bush
rulers,5,1861-03-04,2017-01-20,Abraham Lincoln,Donald J. Trump
rules,16,1789-04-30,2017-01-20,George Washington,Donald J. Trump
ruling,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
run,10,1837-03-04,2009-01-20,Martin van Buren,Barack Obama
runaway,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
runs,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
rural,2,1969-01-20,2021-01-20,Richard Nixon,Joseph R. Biden
rush,2,1953-01-20,1965-01-20,Dwight D. Eisenhower,Lyndon B. Johnson
russia,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
rusted-out,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
ruthless,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
ruthlessly,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
s,1,1841-04-09,1841-04-09,John Tyler,John Tyler
sabbatical,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
sabine,1,1821-03-04,1821-03-04,James Monroe,James Monroe
sacred,19,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
sacredly,7,1825-03-04,1921-03-04,John Quincy Adams,Warren G. Harding
sacredness,2,1841-03-04,1933-03-04,William Henry Harrison,Franklin D. Roosevelt
sacrifice,20,1821-03-04,2021-01-20,James Monroe,Joseph R. Biden
sacrificed,3,1841-03-04,2009-01-20,William Henry Harrison,Barack Obama
sacrifices,8,1813-03-04,2009-01-20,James Madison,Barack Obama
sacrificing,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
sad,2,1865-04-17,2017-01-20,Andrew Johnson,Donald J. Trump
safe,18,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
safe-keeping,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
safeguard,5,1829-03-04,1953-01-20,Andrew Jackson,Dwight D. Eisenhower
safeguarded,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
safeguarding,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
safeguards,5,1809-03-04,1933-03-04,James Madison,Franklin D. Roosevelt
safely,8,1789-04-30,2009-01-20,George Washington,Barack Obama
safer,5,1845-03-04,1997-01-20,James K. Polk,William J. Clinton
safety,25,1801-03-04,2009-01-20,Thomas Jefferson,Barack Obama
sagacious,2,1797-03-04,1841-03-04,John Adams,William Henry Harrison
sage,1,1841-04-09,1841-04-09,John Tyler,John Tyler
sages,2,1801-03-04,1841-03-04,Thomas Jefferson,William Henry Harrison
said,20,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
said-in,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
sailing,1,1821-03-04,1821-03-04,James Monroe,James Monroe
sailors,2,1889-03-04,1897-03-04,Benjamin Harrison,William McKinley
saint,3,1989-01-20,2021-01-20,George Bush,Joseph R. Biden
sake,4,1841-03-04,2009-01-20,William Henry Harrison,Barack Obama
sale,3,1897-03-04,1981-01-20,William McKinley,Ronald Reagan
salerno,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
sales,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
salutary,5,1805-03-04,1837-03-04,Thomas Jefferson,Martin van Buren
salute,4,1989-01-20,2021-01-20,George Bush,Joseph R. Biden
salvation,2,1825-03-04,1925-03-04,John Quincy Adams,Calvin Coolidge
same,41,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
sanctimonious,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
sanction,10,1817-03-04,1925-03-04,James Monroe,Calvin Coolidge
sanctioned,6,1797-03-04,1921-03-04,John Adams,Warren G. Harding
sanctioning,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
sanctions,3,1809-03-04,1881-03-04,James Madison,James A. Garfield
sanctities,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
sanctity,4,1889-03-04,1953-01-20,Benjamin Harrison,Dwight D. Eisenhower
sane,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
sanguine,4,1797-03-04,1853-03-04,John Adams,Franklin Pierce
sanh,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
sanitary,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
santo,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
sap,2,1805-03-04,2013-01-21,Thomas Jefferson,Barack Obama
sapping,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
saps,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
satisfaction,13,1789-04-30,1989-01-20,George Washington,George Bush
satisfactions,2,1929-03-04,1989-01-20,Herbert Hoover,George Bush
satisfactorily,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
satisfactory,7,1817-03-04,1909-03-04,James Monroe,William Howard Taft
satisfied,4,1805-03-04,1877-03-05,Thomas Jefferson,Rutherford B. Hayes
satisfy,4,1805-03-04,1957-01-21,Thomas Jefferson,Dwight D. Eisenhower
satisfying,3,1925-03-04,2009-01-20,Calvin Coolidge,Barack Obama
savage,2,1809-03-04,1813-03-04,James Madison,James Madison
savagery,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
savages,1,1813-03-04,1813-03-04,James Madison,James Madison
save,11,1821-03-04,1981-01-20,James Monroe,Ronald Reagan
saved,5,1845-03-04,1997-01-20,James K. Polk,William J. Clinton
saving,3,1817-03-04,1909-03-04,James Monroe,William Howard Taft
savings,4,1909-03-04,2005-01-20,William Howard Taft,George W. Bush
savior,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
savor,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
savory,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
saw,8,1797-03-04,2009-01-20,John Adams,Barack Obama
say,26,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
saying,2,1965-01-20,1985-01-21,Lyndon B. Johnson,Ronald Reagan
says,4,1937-01-20,2021-01-20,Franklin D. Roosevelt,Joseph R. Biden
scabbard,1,1813-03-04,1813-03-04,James Madison,James Madison
scale,3,1909-03-04,2009-01-20,William Howard Taft,Barack Obama
scales,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
scan,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
scandinavia,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
scapegoats,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
scar,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
scarcely,11,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
scattered,4,1825-03-04,2017-01-20,John Quincy Adams,Donald J. Trump
scene,4,1805-03-04,1965-01-20,Thomas Jefferson,Lyndon B. Johnson
scenes,2,1837-03-04,1901-03-04,Martin van Buren,William McKinley
scepter,1,1841-04-09,1841-04-09,John Tyler,John Tyler
schedules,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
scheme,7,1837-03-04,1909-03-04,Martin van Buren,William Howard Taft
schemes,5,1841-03-04,1897-03-04,William Henry Harrison,William McKinley
scheming,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
scholars,2,1925-03-04,1965-01-20,Calvin Coolidge,Lyndon B. Johnson
school,4,1825-03-04,1977-01-20,John Quincy Adams,Jimmy Carter
schoolchildren,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
schoolmaster,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
schools,14,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
schumer,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
science,17,1797-03-04,2013-01-21,John Adams,Barack Obama
scientific,3,1825-03-04,1949-01-20,John Quincy Adams,Harry S. Truman
scientists,2,1953-01-20,1997-01-20,Dwight D. Eisenhower,William J. Clinton
scipios,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
scoffed,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
scope,5,1837-03-04,1909-03-04,Martin van Buren,William Howard Taft
scorn,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
scorning,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
scourge,3,1865-03-04,1997-01-20,Abraham Lincoln,William J. Clinton
scripture,2,1993-01-20,2009-01-20,William J. Clinton,Barack Obama
scruple,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
scruples,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
scrupulous,4,1809-03-04,1885-03-04,James Madison,Grover Cleveland
scrupulously,2,1889-03-04,1925-03-04,Benjamin Harrison,Calvin Coolidge
scrutinize,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
scrutiny,2,1789-04-30,1885-03-04,George Washington,Grover Cleveland
scythia,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
sea,8,1821-03-04,2001-01-20,James Monroe,George W. Bush
seaboard,4,1805-03-04,1925-03-04,Thomas Jefferson,Calvin Coolidge
seaboards,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
seacoast,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
seal,2,1885-03-04,1957-01-21,Grover Cleveland,Dwight D. Eisenhower
seamen,2,1817-03-04,1889-03-04,James Monroe,Benjamin Harrison
search,5,1841-03-04,2009-01-20,William Henry Harrison,Barack Obama
